"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"covclass_mobile_blocks"	"covclass_moss"	"covclass_hydrophytes"	"covclass_coarse_organic_matter"	"covclass_coarse_inorganic_sediments"	"covclass_gravel"	"covclass_helophytes"	"covclass_fine_sediments"	"covclass_sand_silt"	"covclass_natural_artifical_surfaces"	"covclass_algae_clay"	"normcov_mobile_blocks"	"normcov_moss"	"normcov_hydrophytes"	"normcov_coarse_organic_matter"	"normcov_coarse_inorganic_sediments"	"normcov_gravel"	"normcov_helophytes"	"normcov_fine_sediments"	"normcov_sand_silt"	"normcov_natural_artifical_surfaces"	"normcov_algae_clay"	"error"
608115	6081151	2011	0	0.25	0.125	0.25	0.125	0.125	0	1	3	NA	NA	2	1	NA	1	1	4	NA	0.0238095238095238	0.242063492063492	0	0	0.0634920634920635	0.0238095238095238	0	0.0238095238095238	0.0238095238095238	0.599206349206349	0	NA
608195	6081951	2011	0.125	0.125	0.125	0.25	0.125	0.125	0.125	1	NA	NA	1	2	3	NA	1	1	3	NA	0.037037037037037	0	0	0.037037037037037	0.0987654320987654	0.376543209876543	0	0.037037037037037	0.037037037037037	0.376543209876543	0	NA
614219	6142191	2011	0.25	0	0	0	0.125	0	0.375	NA	2	NA	3	NA	NA	NA	NA	1	3	NA	0	0.111111111111111	0	0.423611111111111	0	0	0	0	0.0416666666666667	0.423611111111111	0	NA
614259	6142591	2011	0.125	0.375	0.25	0.25	0	0	0	3	NA	NA	NA	3	2	NA	NA	NA	3	NA	0.306532663316583	0	0	0	0.306532663316583	0.0804020100502513	0	0	0	0.306532663316583	0	NA
620123	6201231	2011	0.125	0.25	0.125	0.125	0.125	0.125	0.125	3	NA	NA	1	3	2	NA	NA	1	4	NA	0.20265780730897	0	0	0.0199335548172757	0.20265780730897	0.053156146179402	0	0	0.0199335548172757	0.501661129568106	0	NA
620203	6202031	2011	0.125	0.125	0.25	0.125	0.125	0	0.125	1	1	NA	1	3	2	NA	NA	2	1	NA	0.0512820512820513	0.0512820512820513	0	0.0512820512820513	0.521367521367521	0.136752136752137	0	0	0.136752136752137	0.0512820512820513	0	NA
620243	6202431	2011	0	0.25	0.25	0.125	0	0	0.25	2	2	NA	1	4	1	NA	NA	NA	NA	NA	0.0820512820512821	0.0820512820512821	0	0.0307692307692308	0.774358974358974	0.0307692307692308	0	0	0	0	0	NA
626107	6261071	2011	0.125	0.25	0.125	0.125	0.125	0.125	0.125	4	NA	NA	1	3	2	NA	1	1	3	NA	0.49185667752443	0	0	0.0195439739413681	0.198697068403909	0.0521172638436482	0	0.0195439739413681	0.0195439739413681	0.198697068403909	0	NA
626187	6261871	2011	0	0.125	0.375	0.25	0.125	0	0.125	2	NA	NA	1	3	3	NA	NA	1	NA	NA	0.106666666666667	0	0	0.04	0.406666666666667	0.406666666666667	0	0	0.04	0	0	NA
626227	6262271	2011	0	0.125	0.25	0.125	0.25	0	0	1	1	NA	1	3	2	NA	NA	3	NA	NA	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0.391025641025641	0.102564102564103	0	0	0.391025641025641	0	0	NA
626267	6262671	2011	0.25	0.25	0.25	0.25	0	0	0	2	NA	NA	NA	2	3	NA	NA	NA	4	NA	0.0655737704918033	0	0	0	0.0655737704918033	0.25	0	0	0	0.618852459016393	0	NA
632211	6322111	2011	0	0.125	0.375	0.125	0.125	0.125	0.125	1	NA	NA	1	4	1	NA	1	1	NA	NA	0.0331491712707182	0	0	0.0331491712707182	0.834254143646409	0.0331491712707182	0	0.0331491712707182	0.0331491712707182	0	0	NA
632251	6322511	2011	0.125	0.25	0.25	0.125	0	0	0.125	2	2	NA	NA	3	2	NA	NA	NA	4	NA	0.0615384615384615	0.0615384615384615	0	0	0.234615384615385	0.0615384615384615	0	0	0	0.580769230769231	0	NA
638195	6381951	2011	0.125	0.25	0.25	0.25	0.125	0	0	1	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0342857142857143	0	0	0	0.862857142857143	0.0342857142857143	0	0	0.0342857142857143	0.0342857142857143	0	NA
638235	6382351	2011	0.125	0.25	0.25	0	0	0	0.125	3	NA	NA	1	4	NA	NA	NA	NA	1	2	0.254166666666667	0	0	0.025	0.629166666666667	0	0	0	0	0.025	0.0666666666666667	NA
644099	6440991	2011	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	1	NA	NA	1	3	NA	0.312820512820513	0	0	0	0.312820512820513	0.0307692307692308	0	0	0.0307692307692308	0.312820512820513	0	NA
644139	6441391	2011	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	2	1	NA	NA	1	4	NA	0.254166666666667	0	0	0	0.0666666666666667	0.025	0	0	0.025	0.629166666666667	0	NA
644179	6441791	2011	0.125	0.25	0.25	0.25	0	0	0	1	1	NA	NA	3	1	NA	NA	NA	4	NA	0.0260869565217391	0.0260869565217391	0	0	0.265217391304348	0.0260869565217391	0	0	0	0.656521739130435	0	NA
644219	6442191	2011	0	0	0.375	0.125	0.25	0	0.125	1	1	NA	1	3	2	NA	NA	3	NA	NA	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0.391025641025641	0.102564102564103	0	0	0.391025641025641	0	0	NA
650163	6501631	2011	0.25	0.375	0.375	0	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.218637992831541	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.541218637992832	0	NA
650203	6502031	2011	0.125	0.125	0.25	0.125	0.125	0	0.25	1	NA	NA	1	4	2	NA	NA	1	1	NA	0.031413612565445	0	0	0.031413612565445	0.790575916230366	0.0837696335078534	0	0	0.031413612565445	0.031413612565445	0	NA
650243	6502431	2011	0	0	0.125	0.375	0.375	0	0.125	1	1	NA	1	3	2	NA	NA	3	NA	NA	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0.391025641025641	0.102564102564103	0	0	0.391025641025641	0	0	NA
656147	6561471	2011	0.25	0.25	0.25	0	0	0	0	3	3	NA	1	3	3	1	NA	1	3	NA	0.188854489164087	0.188854489164087	0	0.0185758513931889	0.188854489164087	0.188854489164087	0.0185758513931889	0	0.0185758513931889	0.188854489164087	0	NA
656187	6561871	2011	0	0.375	0.375	0.25	0	0	0	1	NA	NA	NA	4	1	NA	NA	NA	NA	NA	0.0368098159509202	0	0	0	0.926380368098159	0.0368098159509202	0	0	0	0	0	NA
656227	6562271	2011	0	0	0	0	0.25	0	0	NA	NA	1	NA	NA	NA	NA	NA	1	NA	4	0	0	0.0368098159509202	0	0	0	0	0	0.0368098159509202	0	0.926380368098159	NA
662251	6622511	2011	0.125	0.125	0.125	0.125	0.125	0.125	0.125	2	1	NA	2	3	2	NA	3	3	1	NA	0.0658436213991769	0.0246913580246914	0	0.0658436213991769	0.251028806584362	0.0658436213991769	0	0.251028806584362	0.251028806584362	0.0246913580246914	0	NA
668155	6681551	2011	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	1	3	3	NA	NA	1	2	NA	0.0963855421686747	0	0	0.036144578313253	0.367469879518072	0.367469879518072	0	0	0.036144578313253	0.0963855421686747	0	NA
668235	6682351	2011	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	4	1	NA	NA	NA	2	NA	0.0324324324324324	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0	0.0864864864864865	0	NA
674179	6741791	2011	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	NA	2	1	NA	NA	1	3	NA	0.152380952380952	0	0	0	0.152380952380952	0.0571428571428571	0	0	0.0571428571428571	0.580952380952381	0	NA
674219	6742191	2011	0.125	0.25	0.25	0.125	0.125	0	0.125	2	NA	NA	1	3	1	NA	NA	1	3	NA	0.102564102564103	0	0	0.0384615384615385	0.391025641025641	0.0384615384615385	0	0	0.0384615384615385	0.391025641025641	0	NA
680123	6801231	2011	0.375	0.375	0.25	0	0	0	0	3	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	0.333333333333333	0	NA
680243	6802431	2011	0	0.25	0.25	0.125	0.125	0	0.25	2	NA	NA	2	4	3	NA	NA	1	NA	NA	0.064	0	0	0.064	0.604	0.244	0	0	0.024	0	0	NA
680283	6802831	2011	0.25	0.125	0	0	0.25	0	0.375	2	NA	NA	3	NA	NA	NA	NA	2	4	NA	0.0655737704918033	0	0	0.25	0	0	0	0	0.0655737704918033	0.618852459016393	0	NA
686187	6861871	2011	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	2	NA	NA	1	3	NA	0.297560975609756	0	0	0	0.297560975609756	0.0780487804878049	0	0	0.0292682926829268	0.297560975609756	0	NA
686267	6862671	2011	0.125	0	0.25	0.125	0.125	0	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
692131	6921311	2011	0.125	0.125	0.125	0.125	0	0	0.125	3	3	4	NA	1	1	NA	1	NA	1	1	0.201320132013201	0.201320132013201	0.498349834983498	0	0.0198019801980198	0.0198019801980198	0	0.0198019801980198	0	0.0198019801980198	0.0198019801980198	NA
692211	6922111	2011	0.125	0	0.25	0.125	0.125	0	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
698115	6981151	2011	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	2	NA	NA	1	3	NA	0.511864406779661	0	0	0	0.206779661016949	0.0542372881355932	0	0	0.0203389830508475	0.206779661016949	0	NA
698155	6981551	2011	0.125	0.25	0.125	0.125	0.125	0	0.125	3	1	NA	1	3	1	NA	NA	1	2	NA	0.376543209876543	0.037037037037037	0	0.037037037037037	0.376543209876543	0.037037037037037	0	0	0.037037037037037	0.0987654320987654	0	NA
698235	6982351	2011	0.125	0.25	0.125	0.125	0	0.125	0.125	2	2	NA	3	4	3	NA	2	NA	1	NA	0.0489296636085627	0.0489296636085627	0	0.186544342507645	0.46177370030581	0.186544342507645	0	0.0489296636085627	0	0.018348623853211	0	NA
704179	7041791	2011	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	2	NA	NA	1	1	NA	0.629166666666667	0	0	0	0.254166666666667	0.0666666666666667	0	0	0.025	0.025	0	NA
704219	7042191	2011	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	1	4	2	NA	NA	2	2	NA	0.229323308270677	0	0	0.0225563909774436	0.567669172932331	0.0601503759398496	0	0	0.0601503759398496	0.0601503759398496	0	NA
704259	7042591	2011	0.125	0	0.25	0.25	0	0	0	NA	NA	4	NA	1	NA	NA	NA	NA	1	3	0	0	0.674107142857143	0	0.0267857142857143	0	0	0	0	0.0267857142857143	0.272321428571429	NA
710123	7101231	2011	0.25	0.375	0.25	0.125	0	0	0	3	NA	NA	NA	3	2	NA	NA	NA	4	NA	0.211072664359862	0	0	0	0.211072664359862	0.055363321799308	0	0	0	0.522491349480969	0	NA
710243	7102431	2011	0.125	0.125	0.125	0.25	0.125	0	0.25	1	NA	NA	2	3	2	NA	NA	1	3	NA	0.036144578313253	0	0	0.0963855421686747	0.367469879518072	0.0963855421686747	0	0	0.036144578313253	0.367469879518072	0	NA
716107	7161071	2011	0.25	0.25	0.25	0.125	0.125	0	0	4	NA	NA	NA	1	1	NA	NA	1	3	0	0.656521739130435	0	0	0	0.0260869565217391	0.0260869565217391	0	0	0.0260869565217391	0.265217391304348	0	NA
716187	7161871	2011	0.125	0.25	0.25	0.125	0	0	0	3	1	NA	NA	4	1	NA	NA	NA	2	NA	0.254166666666667	0.025	0	0	0.629166666666667	0.025	0	0	0	0.0666666666666667	0	NA
716227	7162271	2011	0.25	0	0.125	0	0	0.25	0.375	NA	NA	NA	1	1	1	NA	3	NA	4	NA	0	0	0	0.0260869565217391	0.0260869565217391	0.0260869565217391	0	0.265217391304348	0	0.656521739130435	0	NA
716267	7162671	2011	0	0	0.25	0.25	0.25	0	0.25	NA	NA	NA	3	3	4	NA	NA	2	NA	NA	0	0	0	0.211072664359862	0.211072664359862	0.522491349480969	0	0	0.055363321799308	0	0	NA
722131	7221311	2011	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	1	3	1	NA	NA	NA	4	NA	0.214035087719298	0	0	0.0210526315789474	0.214035087719298	0.0210526315789474	0	0	0	0.529824561403509	0	NA
722171	7221711	2011	0.125	0.25	0.25	0.125	0	0	0	3	1	NA	NA	3	2	NA	NA	NA	3	NA	0.297560975609756	0.0292682926829268	0	0	0.297560975609756	0.0780487804878049	0	0	0	0.297560975609756	0	NA
722211	7222111	2011	0.125	0.25	0.125	0	0.125	0.125	0.25	3	NA	NA	2	1	1	NA	1	3	3	NA	0.28110599078341	0	0	0.0737327188940092	0.0276497695852535	0.0276497695852535	0	0.0276497695852535	0.28110599078341	0.28110599078341	0	NA
722251	7222511	2011	0.125	0.25	0.125	0.125	0	0	0.25	4	2	NA	2	4	3	NA	NA	1	3	NA	0.326839826839827	0.0346320346320346	0	0.0346320346320346	0.326839826839827	0.132034632034632	0	0	0.012987012987013	0.132034632034632	0	NA
728155	7281551	2011	0.125	0.25	0.25	0	0.125	0	0	3	1	NA	NA	1	NA	NA	NA	2	4	NA	0.254166666666667	0.025	0	0	0.025	0	0	0	0.0666666666666667	0.629166666666667	0	NA
728195	7281951	2011	0.125	0.25	0.25	0.125	0.125	0.125	0	3	NA	NA	NA	4	1	NA	NA	1	2	NA	0.254166666666667	0	0	0	0.629166666666667	0.025	0	0	0.025	0.0666666666666667	0	NA
728235	7282351	2011	0.125	0	0.25	0.25	0	0	0	NA	3	NA	NA	2	1	NA	NA	NA	4	1	0	0.254166666666667	0	0	0.0666666666666667	0.025	0	0	0	0.629166666666667	0.025	NA
734179	7341791	2011	0.125	0.25	0.125	0.125	0.125	0.125	0.125	NA	NA	NA	1	3	1	NA	3	2	2	NA	0	0	0	0.036144578313253	0.367469879518072	0.036144578313253	0	0.367469879518072	0.0963855421686747	0.0963855421686747	0	NA
734219	7342191	2011	0.25	0	0	0	0	0.25	0	NA	2	NA	NA	NA	NA	NA	3	NA	4	3	0	0.055363321799308	0	0	0	0	0	0.211072664359862	0	0.522491349480969	0.211072664359862	NA
734259	7342591	2011	0	0.25	0.25	0.125	0	0.125	0.25	2	NA	NA	3	4	3	NA	2	NA	NA	NA	0.0524590163934426	0	0	0.2	0.495081967213115	0.2	0	0.0524590163934426	0	0	0	NA
740163	7401631	2011	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	4	3	NA	NA	NA	2	NA	0.211072664359862	0	0	0	0.522491349480969	0.211072664359862	0	0	0	0.055363321799308	0	NA
740203	7402031	2011	0.125	0.25	0.25	0	0	0.125	0	2	1	NA	NA	4	2	NA	1	1	NA	NA	0.0796019900497512	0.0298507462686567	0	0	0.751243781094527	0.0796019900497512	0	0.0298507462686567	0.0298507462686567	0	0	NA
740243	7402431	2011	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	1	4	1	NA	NA	1	1	NA	0.0837696335078534	0	0	0.031413612565445	0.790575916230366	0.031413612565445	0	0	0.031413612565445	0.031413612565445	0	NA
746187	7461871	2011	0.5	0	0	0.375	0	0	0.125	NA	NA	NA	1	NA	3	NA	NA	NA	3	NA	0	0	0	0.046875	0	0.4765625	0	0	0	0.4765625	0	NA
746227	7462271	2011	0	0	0.375	0	0.25	0	0.375	NA	NA	NA	2	4	NA	NA	NA	3	NA	NA	0	0	0	0.0701754385964912	0.662280701754386	0	0	0	0.267543859649123	0	0	NA
746267	7462671	2011	0.125	0.125	0.125	0.125	0.125	0.125	0.125	3	NA	NA	2	3	2	NA	2	2	4	4	0.125	0	0	0.0327868852459016	0.125	0.0327868852459016	0	0.0327868852459016	0.0327868852459016	0.309426229508197	0.309426229508197	NA
752171	7521711	2011	0.125	0.25	0.375	0.125	0	0.125	0	3	NA	NA	1	3	2	NA	3	1	1	2	0.261802575107296	0	0	0.0257510729613734	0.261802575107296	0.0686695278969957	0	0.261802575107296	0.0257510729613734	0.0257510729613734	0.0686695278969957	NA
752211	7522111	2011	0.5	0	0	0	0	0	0.5	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0	0	0	0.5	0	0	0	0	0	0.5	0	NA
752251	7522511	2011	0	0.25	0.25	0.25	0.25	0	0	2	NA	NA	NA	4	2	NA	NA	2	NA	NA	0.0804020100502513	0	0	0	0.758793969849246	0.0804020100502513	0	0	0.0804020100502513	0	0	NA
758195	7581951	2011	0.25	0.25	0.125	0.125	0.125	0.125	0	4	NA	NA	1	2	2	NA	1	1	3	NA	0.576335877862595	0	0	0.0229007633587786	0.0610687022900763	0.0610687022900763	0	0.0229007633587786	0.0229007633587786	0.232824427480916	0	NA
764139	7641391	2011	0.125	0.25	0.125	0.25	0	0.125	0.125	2	1	NA	1	4	2	1	1	NA	1	NA	0.0751173708920188	0.028169014084507	0	0.028169014084507	0.708920187793427	0.0751173708920188	0.028169014084507	0.028169014084507	0	0.028169014084507	0	NA
776187	7761871	2011	0.125	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	4	1	NA	NA	NA	2	2	0.244	0	0	0	0.604	0.024	0	0	0	0.064	0.064	NA
794179	7941791	2011	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.322751322751323	0	0	0	0.322751322751323	0.0317460317460318	0	0	0	0.322751322751323	0	NA
806187	8061871	2011	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	1	NA	NA	1	3	NA	0.529824561403509	0	0	0	0.214035087719298	0.0210526315789474	0	0	0.0210526315789474	0.214035087719298	0	NA
812171	8121711	2011	0.125	0.375	0.375	0.125	0	0	0	3	NA	NA	NA	3	2	NA	NA	1	3	NA	0.297560975609756	0	0	0	0.297560975609756	0.0780487804878049	0	0	0.0292682926829268	0.297560975609756	0	NA
818195	8181951	2011	0.125	0.5	0.375	0	0	0	0	3	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.442028985507246	0	0	0	0.442028985507246	0	0	0	0	0.115942028985507	0	NA
824179	8241791	2011	0.125	0.5	0.375	0	0	0	0	4	NA	NA	NA	3	NA	NA	NA	NA	NA	2	0.662280701754386	0	0	0	0.267543859649123	0	0	0	0	0	0.0701754385964912	NA
830163	8301631	2011	0.125	0.25	0.25	0	0	0	0	3	2	NA	NA	3	3	NA	NA	NA	3	1	0.229323308270677	0.0601503759398496	0	0	0.229323308270677	0.229323308270677	0	0	0	0.229323308270677	0.0225563909774436	NA
830203	8302031	2011	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	2	1	NA	NA	1	4	NA	0.254166666666667	0	0	0	0.0666666666666667	0.025	0	0	0.025	0.629166666666667	0	NA
728115	7281151	2011	0.125	0	0.375	0	0	0	0.25	NA	3	NA	3	2	2	NA	NA	1	NA	NA	0	0.38125	0	0.38125	0.1	0.1	0	0	0.0375	0	0	NA
524155	5241551	2012	0.125	0.125	0.125	0.125	0.125	0.125	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
536163	5361631	2012	0.125	0.25	0.125	0.125	0.125	0.125	0.125	1	NA	NA	1	3	2	NA	1	1	2	NA	0.0512820512820513	0	0	0.0512820512820513	0.521367521367521	0.136752136752137	0	0.0512820512820513	0.0512820512820513	0.136752136752137	0	NA
560139	5601391	2012	0.125	0.25	0.125	0.125	0.125	0.125	0.125	3	NA	NA	1	3	3	NA	1	1	1	NA	0.294685990338164	0	0	0.0289855072463768	0.294685990338164	0.294685990338164	0	0.0289855072463768	0.0289855072463768	0.0289855072463768	0	NA
560179	5601791	2012	0.125	0	0.125	0.25	0.125	0.125	0.25	NA	NA	NA	2	2	1	NA	3	3	3	NA	0	0	0	0.0723981900452489	0.0723981900452489	0.0271493212669683	0	0.276018099547511	0.276018099547511	0.276018099547511	0	NA
572107	5721071	2012	0	0	0	0	0	0.5	0.125	NA	NA	1	1	NA	NA	1	4	NA	NA	4	0	0	0.01875	0.01875	0	0	0.01875	0.471875	0	0	0.471875	NA
578251	5782511	2012	0	0	0.25	0.25	0	0	0.25	NA	NA	NA	1	4	2	NA	NA	NA	NA	2	0	0	0	0.0317460317460317	0.798941798941799	0.0846560846560847	0	0	0	0	0.0846560846560847	NA
584195	5841951	2012	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	4	1	NA	1	NA	1	NA	0.0837696335078534	0	0.031413612565445	0	0.790575916230366	0.031413612565445	0	0.031413612565445	0	0.031413612565445	0	NA
590219	5902191	2012	0	0	0	0.125	0	0.25	0.25	3	2	NA	1	1	4	NA	NA	NA	NA	NA	0.254166666666667	0.0666666666666667	0	0.025	0.025	0.629166666666667	0	0	0	0	0	NA
620219	6202191	2012	0	0.125	0.125	0.125	0.125	0.125	0.125	2	1	NA	1	4	2	1	1	1	NA	NA	0.0751173708920188	0.028169014084507	0	0.028169014084507	0.708920187793427	0.0751173708920188	0.028169014084507	0.028169014084507	0.028169014084507	0	0	NA
620259	6202591	2012	0	0.375	0.25	0.125	0	0	0.25	3	NA	NA	NA	2	3	NA	3	2	NA	NA	0.283720930232558	0	0	0	0.0744186046511628	0.283720930232558	0	0.283720930232558	0.0744186046511628	0	0	NA
632227	6322271	2012	0.25	0.25	0.25	0.125	0.125	0	0	1	NA	NA	NA	2	1	NA	NA	1	4	NA	0.0324324324324324	0	0	0	0.0864864864864865	0.0324324324324324	0	0	0.0324324324324324	0.816216216216216	0	NA
638251	6382511	2012	0	0.25	0.125	0.125	0	0.125	0.125	2	3	NA	1	3	1	NA	1	NA	NA	NA	0.102564102564103	0.391025641025641	0	0.0384615384615385	0.391025641025641	0.0384615384615385	0	0.0384615384615385	0	0	0	NA
644235	6442351	2012	0.25	0	0.25	0	0.125	0.125	0.25	NA	NA	NA	3	1	2	NA	2	3	3	NA	0	0	0	0.276018099547511	0.0271493212669683	0.0723981900452489	0	0.0723981900452489	0.276018099547511	0.276018099547511	0	NA
668251	6682511	2012	0	0.25	0.375	0.125	0	0	0.25	3	NA	NA	3	3	3	NA	NA	NA	NA	NA	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	NA
674235	6742351	2012	0.125	0.25	0.125	0.125	0	0	0.125	2	NA	NA	2	3	3	NA	1	NA	2	2	0.0833333333333333	0	0	0.0833333333333333	0.317708333333333	0.317708333333333	0	0.03125	0	0.0833333333333333	0.0833333333333333	NA
680259	6802591	2012	0.125	0.25	0.125	0	0	0.125	0	3	NA	4	NA	2	NA	NA	2	NA	4	NA	0.154430379746835	0	0.382278481012658	0	0.0405063291139241	0	0	0.0405063291139241	0	0.382278481012658	0	NA
686243	6862431	2012	0.125	0.25	0.25	0.125	0.125	0	0.125	3	NA	NA	2	3	2	NA	NA	2	3	NA	0.264069264069264	0	0	0.0692640692640693	0.264069264069264	0.0692640692640693	0	0	0.0692640692640693	0.264069264069264	0	NA
698251	6982511	2012	0	0.25	0.125	0.125	0.125	0	0.125	2	3	NA	1	4	1	NA	NA	1	NA	2	0.0610687022900763	0.232824427480916	0	0.0229007633587786	0.576335877862595	0.0229007633587786	0	0	0.0229007633587786	0	0.0610687022900763	NA
704235	7042351	2012	0.125	0.125	0.125	0.125	0.25	0	0.25	1	NA	NA	2	2	4	NA	2	1	2	NA	0.026431718061674	0	0	0.0704845814977974	0.0704845814977974	0.665198237885463	0	0.0704845814977974	0.026431718061674	0.0704845814977974	0	NA
704275	7042751	2012	0	0.125	0.25	0.125	0.125	0.125	0.25	1	NA	NA	2	3	4	NA	2	2	NA	NA	0.0225563909774436	0	0	0.0601503759398496	0.229323308270677	0.567669172932331	0	0.0601503759398496	0.0601503759398496	0	0	NA
710139	7101391	2012	0	0.25	0.25	0.125	0.125	0.25	0	4	NA	NA	NA	3	1	NA	1	1	3	NA	0.518900343642612	0	0	0	0.209621993127148	0.0206185567010309	0	0.0206185567010309	0.0206185567010309	0.209621993127148	0	NA
710259	7102591	2012	0.125	0	0.25	0.125	0	0	0	NA	4	1	NA	2	2	NA	NA	NA	2	1	0	0.71563981042654	0.028436018957346	0	0.0758293838862559	0.0758293838862559	0	0	0	0.0758293838862559	0.028436018957346	NA
722227	7222271	2012	0.5	0	0	0	0	0	0	NA	3	NA	NA	NA	NA	NA	NA	NA	4	NA	0	0.287735849056604	0	0	0	0	0	0	0	0.712264150943396	0	NA
722267	7222671	2012	0.125	0	0.25	0.125	0.125	0.125	0.125	NA	NA	NA	2	4	3	NA	1	2	1	2	0	0	0	0.0588235294117647	0.555147058823529	0.224264705882353	0	0.0220588235294118	0.0588235294117647	0.0220588235294118	0.0588235294117647	NA
734275	7342751	2012	0.125	0.125	0.125	0.125	0.125	0.125	0	NA	1	NA	NA	3	3	NA	1	2	3	4	0	0.0165745856353591	0	0	0.168508287292818	0.168508287292818	0	0.0165745856353591	0.0441988950276243	0.168508287292818	0.417127071823204	NA
752187	7521871	2012	0.25	0.25	0.25	0.125	0	0	0.125	2	NA	NA	1	4	3	NA	NA	NA	1	NA	0.0666666666666667	0	0	0.025	0.629166666666667	0.254166666666667	0	0	0	0.025	0	NA
752227	7522271	2012	0.625	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	0	0	0	0	0	0	0	0	0	0.712264150943396	0.287735849056604	NA
500139	5001391	2012	0.125	0.125	0.125	0.125	0.125	0.125	0.125	1	1	NA	3	1	NA	NA	1	1	3	NA	0.0394736842105263	0.0394736842105263	0	0.401315789473684	0.0394736842105263	0	0	0.0394736842105263	0.0394736842105263	0.401315789473684	0	NA
554155	5541551	2012	0.125	0.25	0.125	0.125	0.125	0	0	4	3	NA	NA	3	2	NA	NA	1	2	NA	0.485530546623794	0.196141479099678	0	0	0.196141479099678	0.0514469453376206	0	0	0.0192926045016077	0.0514469453376206	0	NA
560219	5602191	2012	0	0	0.25	0.25	0	0	0.25	NA	3	NA	2	4	3	NA	NA	NA	NA	NA	0	0.211072664359862	0	0.055363321799308	0.522491349480969	0.211072664359862	0	0	0	0	0	NA
566163	5661631	2012	0	0.375	0.125	0.125	0	0.125	0.125	4	2	NA	1	3	1	NA	1	NA	NA	NA	0.613821138211382	0.0650406504065041	0	0.024390243902439	0.247967479674797	0.024390243902439	0	0.024390243902439	0	0	0	NA
578171	5781711	2012	0	0.125	0.25	0.25	0.125	0	0.25	1	NA	NA	2	3	2	NA	NA	1	NA	NA	0.0571428571428571	0	0	0.152380952380952	0.580952380952381	0.152380952380952	0	0	0.0571428571428571	0	0	NA
590179	5901791	2012	0	0.25	0.125	0.125	0.125	0	0.125	3	2	2	1	3	2	NA	NA	1	NA	NA	0.335164835164835	0.0879120879120879	0.0879120879120879	0.032967032967033	0.335164835164835	0.0879120879120879	0	0	0.032967032967033	0	0	NA
596123	5961231	2012	0.125	0	0.25	0.375	0.125	0	0.125	3	NA	NA	1	4	2	NA	NA	2	1	NA	0.23828125	0	0	0.0234375	0.58984375	0.0625	0	0	0.0625	0.0234375	0	NA
596163	5961631	2012	0.125	0.125	0.25	0.125	0.125	0	0.125	2	4	NA	1	3	2	NA	NA	1	2	NA	0.0588235294117647	0.555147058823529	0	0.0220588235294118	0.224264705882353	0.0588235294117647	0	0	0.0220588235294118	0.0588235294117647	0	NA
620179	6201791	2012	0	0	0.375	0.25	0.125	0	0	NA	NA	NA	NA	3	2	3	NA	1	NA	NA	0	0	0	0	0.423611111111111	0.111111111111111	0.423611111111111	0	0.0416666666666667	0	0	NA
