""	"InS_Year"	"InS_Station.nb."	"InS_SiteId"	"InS_X"	"InS_Y"	"InS_SampId"	"InS_aIdstao"	"InS_aIdbeob"	"InS_BearbeiterIn"	"InS_Aufnahmetyp"	"InS_Abschnittslaenge"	"InS_Absturze"	"InS_Absturzhoehe"	"InS_Absturzmaterial"	"InS_Absturztyp"	"InS_Aeusserer.Aspekt"	"InS_BEWALGEN"	"InS_Bauhoehe"	"InS_Baumaterial"	"InS_Bauwerke"	"InS_Bem_Abfaelle"	"InS_Bem_Bewuchs"	"InS_Bem_Eisensulfid"	"InS_Bem_Geruch"	"InS_Bem_Schaum"	"InS_Bem_Schlamm"	"InS_Bem_Trubung"	"InS_Bem_Verfaerbung"	"InS_LUFBEBEW"	"InS_RUFBEBEW"	"InS_LBUKVER"	"InS_RBUKVER"	"InS_GSBREITE"	"InS_LBUKMAT"	"InS_RBUKMAT"	"InS_EINDOL"	"InS_BEWMAKRO"	"InS_SOHLMAT"	"InS_Moose"	"InS_OEKOMKLASSE_1"	"InS_MSK_Nr"	"InS_VNATABST"	"InS_Praesenz_Abfaelle"	"InS_Praesenz_Bewuchs"	"InS_Praesenz_Eisensulfid"	"InS_Praesenz_Feststoffe"	"InS_Praesenz_Geruch"	"InS_Praesenz_Kolmation"	"InS_Praesenz_Schaum"	"InS_Praesenz_Schlamm"	"InS_Praesenz_Trubung"	"InS_Praesenz_Verfaerbung"	"InS_SOHLVER"	"InS_GSTIEFE"	"InS_TIEFENVAR"	"InS_LUFBEBRE"	"InS_RUFBEBRE"	"InS_Ursache_Bewuchs"	"InS_Ursache_Eisensulfid"	"InS_Ursache_Geruch"	"InS_Ursache_Kolmation"	"InS_Ursache_Schaum"	"InS_Ursache_Schlamm"	"InS_Ursache_Trubung"	"InS_Ursache_Verfaerbung"	"InS_BREITENVAR"	"InS_SPEAR"	"InS_dominantes_Substrat"	"InS_Substrat_0"	"InS_Substrat_1"	"InS_Substrat_2"	"InS_Substrat_3"	"InS_Substrat_4"	"InS_Substrat_5"	"InS_Substrat_6"	"InS_Substrat_7"	"InS_Substrat_8"	"InS_Substrat_9"	"InS_Substrat_10"	"InS_Teilprobe_P1"	"InS_Teilprobe_P2"	"InS_Teilprobe_P3"	"InS_Teilprobe_P4"	"InS_Teilprobe_P5"	"InS_Teilprobe_P6"	"InS_Teilprobe_P7"	"InS_Teilprobe_P8"
"165"	2011	"722251"	"CSCF_722251"	"722790"	"252000"	"CSCF_722251_2011-03-28"	722251	7222511	"Hocever Sandra"	"Normalaufnahme_Z9"	50	"0"	NA	""	"0"	0.694	"2"	NA	""	"0"	""	""	""	""	"Guelle"	""	""	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	4	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.2	"1"	2	3	"naturlich"	""	""	"anthropogen"	""	""	""	""	"2"	34.84	"6"	NA	3	1	NA	NA	3	4	2	NA	2	4	"s10v5"	"s10v3"	"s9v5"	"s7v5"	"s7v3"	"s6v5"	"s5v5"	"s1v5"
"166"	2011	"728115"	"CSCF_728115"	"728094"	"115000"	"CSCF_728115_2011-04-14"	728115	7281151	"Jann Beatrice"	"Normalaufnahme_Z9"	21	"1"	300	"Fels/Stein"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.1	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.1	"2"	16	16	""	""	""	""	""	""	""	""	"3"	42.33	""	NA	NA	1	NA	NA	2	2	3	NA	3	NA	"s9v4"	"s9v5"	"s7v5"	"s7v5"	"s6v5"	"s6v5"	"s6v3"	"s1v4"
"167"	2011	"728155"	"CSCF_728155"	"728268"	"155000"	"CSCF_728155_2011-06-25"	728155	7281551	"Nembrini Marco"	"Normalaufnahme_Z9"	30	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	3	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.3	"2"	16	16	""	""	""	""	""	""	""	""	"1"	52.49	"1"	NA	4	2	NA	NA	NA	1	NA	NA	1	3	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v4"	"s6v5"	"s2v3"	"s1v5"
"168"	2011	"728195"	"CSCF_728195"	"728654"	"196000"	"CSCF_728195_2011-05-11"	728195	7281951	"Weidner Andreas"	"Normalaufnahme_Z9"	28	"1"	40	"naturlich"	"1"	0.719	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.8	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.2	"1"	16	16	""	""	""	""	""	""	""	""	"1"	49.65	""	NA	2	1	NA	NA	1	4	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s3v3"	"s2v5"	"s1v5"
"169"	2011	"728235"	"CSCF_728235"	"728000"	"235235"	"CSCF_728235_2011-04-13"	728235	7282351	"Muerle Uta"	"Normalaufnahme_Z9"	20.8	"0"	NA	""	"0"	0.688	"1"	NA	"Sohlrampe rau"	"1"	""	""	""	""	""	""	""	""	"3"	"3"	"6"	"6"	2.08	"4"	"4"	"0"	"1"	"1"	"2"	"Klasse IV: Naturfremd oder kuenstlich"	10	"0"	""	"wenig"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"6"	0.11	"2"	0	0	"unbekannt"	""	""	""	"unbekannt"	""	""	""	"2"	39	"1"	1	4	NA	NA	NA	1	2	NA	NA	3	NA	"s9v5"	"s9v3"	"s6v5"	"s6v3"	"s5v3"	"s5v3"	"s1v5"	"s0v5"
"170"	2011	"734179"	"CSCF_734179"	"734000"	"179894"	"CSCF_734179_2011-05-07"	734179	7341791	"Weidner Andreas"	"Normalaufnahme_Z9"	15	"1"	30	"Fels/Stein"	"1"	1	"1"	200	"Durchlass"	"1"	""	""	"Laubfall"	""	""	"Laubfall"	""	"Moorausfluss"	"1"	"1"	"4"	"2"	1.5	"4"	"4"	"0"	"1"	"3"	"1"	"Klasse II: wenig beeintraechtigt"	4	""	"keine"	"kein"	"< 25%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"leicht/mittel"	"leicht/mittel"	"2"	0.8	"2"	16	16	""	"naturlich"	""	""	""	"naturlich"	"naturlich"	"naturlich"	"2"	36.23	""	NA	2	2	3	NA	1	3	1	NA	NA	NA	"s10v5"	"s10v3"	"s7v5"	"s6v5"	"s5v5"	"s3v3"	"s2v3"	"s1v3"
"171"	2011	"734219"	"CSCF_734219"	"735000"	"219515"	"CSCF_734219_2011-03-16"	734219	7342191	"Muerle Uta"	"Normalaufnahme_Z9"	45	"0"	NA	""	"0"	1	"2"	NA	""	"0"	""	""	""	""	""	""	""	""	"3"	"3"	"6"	"6"	4.5	"4"	"4"	"0"	"1"	"4"	"1"	"Klasse IV: Naturfremd oder kuenstlich"	11	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	0.04	"3"	0	0	""	""	""	""	""	""	""	""	"2"	28.79	"1"	3	4	NA	3	NA	NA	NA	NA	NA	2	NA	"s9v5"	"s9v3"	"s3v5"	"s3v3"	"s1v5"	"s1v3"	"s0v5"	"s0v3"
"172"	2011	"734259"	"CSCF_734259"	"734000"	"259392"	"CSCF_734259_2011-03-04"	734259	7342591	"Wenger Remo"	"Normalaufnahme_Z9"	50	"0"	NA	""	"0"	0.694	"1"	NA	"unbekannt"	"1"	"Verpackungen"	""	""	""	""	""	""	""	"1"	"2"	"2"	"2"	5	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse III: stark beeintraechtigt"	5.5	"0"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"stark"	"kein"	"wenig/mittel"	"kein"	"kein"	"2"	0.15	"2"	2	3	""	""	""	"naturlich"	""	""	""	""	"2"	41.32	"6"	NA	NA	NA	2	NA	3	4	3	NA	NA	2	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s3v3"
"173"	2011	"740163"	"CSCF_740163"	"739902"	"163535"	"CSCF_740163_2011-06-20"	740163	7401631	"Nembrini Marco"	"Normalaufnahme_Z9"	20	"1"	200	"Fels/Stein"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.3	"2"	16	16	""	""	""	""	""	""	""	""	"1"	39.3	"6"	NA	2	NA	NA	NA	3	4	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v5"	"s1v3"
"174"	2011	"740203"	"CSCF_740203"	"740092"	"204000"	"CSCF_740203_2011-05-12"	740203	7402031	"Weidner Andreas"	"Normalaufnahme_Z9"	52	"0"	NA	""	"0"	0.719	"1"	NA	"Brucke"	"1"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5.2	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	""	"kein"	"< 25%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.1	"2"	16	16	""	"unbekannt"	""	""	""	"naturlich"	""	""	"1"	49.24	""	NA	NA	1	1	NA	2	4	NA	NA	1	2	"s10v5"	"s10v3"	"s9v5"	"s9v3"	"s6v4"	"s6v5"	"s3v5"	"s1v5"
"175"	2011	"740243"	"CSCF_740243"	"740973"	"244000"	"CSCF_740243_2011-04-14"	740243	7402431	"Muerle Uta"	"Normalaufnahme_Z9"	21	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.1	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.12	"1"	16	16	""	""	""	""	""	""	""	""	"1"	43.71	"6"	NA	1	1	NA	NA	1	4	1	NA	NA	2	"s10v5"	"s10v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v3"	"s1v4"
"176"	2011	"746187"	"CSCF_746187"	"747000"	"187745"	"CSCF_746187_2011-04-13"	746187	7461871	"Nembrini Marco"	"Normalaufnahme_Z9"	5	"0"	NA	""	"0"	0.188	"1"	NA	""	"0"	""	""	"Guelle"	"Guelle"	"Guelle"	"Guelle"	"Abwassereinleitung"	""	"1"	"1"	"6"	"6"	0.5	"1"	"1"	"0"	"1"	"3"	"1"	"Klasse IV: Naturfremd oder kuenstlich"	10.5	"0"	""	"kein"	"> 25%"	"keine"	"stark"	"stark"	"wenig/mittel"	"viel"	"leicht/mittel"	"kein"	"6"	0.05	"3"	1	1	""	"anthropogen"	"anthropogen"	"anthropogen"	"anthropogen"	"anthropogen"	"anthropogen"	""	"3"	0	""	NA	3	NA	NA	NA	3	NA	1	NA	NA	NA	"s7v5"	"s5v5"	"s5v5"	"s5v5"	"s1v5"	"s1v5"	"s1v5"	"s1v5"
"177"	2011	"746227"	"CSCF_746227"	"746693"	"228000"	"CSCF_746227_2011-05-02"	746227	7462271	"Muerle Uta"	"Normalaufnahme_Z9"	9	"1"	70	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.9	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.12	"2"	16	16	""	""	""	""	""	""	""	""	"1"	34.84	"6"	NA	NA	3	NA	NA	NA	4	2	NA	NA	NA	"s7v5"	"s7v3"	"s7v1"	"s6v5"	"s6v3"	"s6v1"	"s2v3"	"s2v1"
"178"	2011	"746267"	"CSCF_746267"	"746000"	"267453"	"CSCF_746267_2011-03-10"	746267	7462671	"Wenger Remo"	"Normalaufnahme_Z9"	40	"1"	50	"Fels/Stein"	"2"	0.639	"3"	NA	"Sohlrampe rau"	"1"	"Verpackungen"	""	""	"Abwassereinleitung"	"Abwassereinleitung"	"Abwassereinleitung"	""	""	"1"	"1"	"4"	"4"	4	"4"	"4"	"0"	"1"	"5"	"1"	"Klasse III: stark beeintraechtigt"	6	"0"	"vereinzelte"	"kein"	"0%"	"vereinzelte"	"leicht/mittel"	"leicht/mittel"	"wenig/mittel"	"wenig/mittel"	"kein"	"kein"	"3"	0.25	"2"	10	10	""	""	"anthropogen"	"naturlich"	"anthropogen"	"anthropogen"	""	""	"2"	19	"1"	4	4	2	2	NA	2	3	2	NA	NA	3	"s10v5"	"s7v3"	"s6v5"	"s5v5"	"s3v1"	"s2v5"	"s1v5"	"s0v5"
"179"	2011	"752171"	"CSCF_752171"	"752867"	"172000"	"CSCF_752171_2011-04-08"	752171	7521711	"Jann Beatrice"	"Normalaufnahme_Z9"	10	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.5	"2"	16	16	""	""	""	""	""	"naturlich"	""	""	"3"	0	""	2	1	1	3	NA	2	3	1	NA	NA	3	"s10v5"	"s10v5"	"s6v5"	"s6v5"	"s6v5"	"s5v5"	"s3v3"	"s1v5"
"180"	2011	"752211"	"CSCF_752211"	"752000"	"211342"	"CSCF_752211_2011-03-16"	752211	7522111	"Muerle Uta"	"Normalaufnahme_Z9"	7.5	"0"	NA	""	"0"	0.719	"1"	NA	""	"0"	""	""	""	""	""	""	"Baustelle"	""	"2"	"2"	"6"	"6"	0.75	"4"	"4"	"0"	"1"	"5"	"1"	"Klasse IV: Naturfremd oder kuenstlich"	10.5	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"6"	0.23	"3"	5	8	""	""	""	""	""	""	"anthropogen"	""	"3"	10.98	""	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	"s7v3"	"s7v3"	"s7v3"	"s7v3"	"s1v3"	"s1v3"	"s1v3"	"s1v3"
"181"	2011	"752251"	"CSCF_752251"	"752000"	"251952"	"CSCF_752251_2011-04-13"	752251	7522511	"Muerle Uta"	"Normalaufnahme_Z9"	15	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.08	"2"	16	16	""	""	""	""	""	""	""	""	"1"	44.15	"6"	NA	NA	2	NA	NA	2	4	NA	NA	NA	2	"s10v5"	"s10v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v3"	"s2v1"
"182"	2011	"758195"	"CSCF_758195"	"759000"	"195385"	"CSCF_758195_2011-04-08"	758195	7581951	"Jann Beatrice"	"Normalaufnahme_Z9"	13	"1"	80	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.3	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"1"	""	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.05	"2"	16	16	""	""	""	"naturlich"	""	"naturlich"	""	""	"3"	47.61	""	NA	3	1	1	NA	2	2	1	NA	NA	4	"s10v5"	"s10v5"	"s6v5"	"s5v5"	"s3v3"	"s2v3"	"s1v4"	"s1v5"
"183"	2011	"764139"	"CSCF_764139"	"765000"	"139316"	"CSCF_764139_2011-06-26"	764139	7641391	"Gandolfi Paola"	"Normalaufnahme_Z9"	60	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	6	"1"	"1"	"0"	"1"	"1"	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	0.2	"1"	16	16	""	""	""	""	""	"naturlich"	""	""	"1"	38.36	"6"	NA	1	NA	1	1	2	4	1	NA	1	2	"s10v5"	"s10v5"	"s7v3"	"s6v5"	"s5v5"	"s5v4"	"s3v1"	"s1v5"
"184"	2011	"776187"	"CSCF_776187"	"776000"	"187692"	"CSCF_776187_2011-05-09"	776187	7761871	"Weidner Andreas"	"Normalaufnahme_Z9"	50	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	1	"0"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.19	"2"	16	2	""	""	""	""	""	""	""	""	"1"	56.03	""	2	2	NA	NA	NA	1	4	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v5"	"s0v5"
"185"	2011	"794179"	"CSCF_794179"	"794572"	"179994"	"CSCF_794179_2011-06-29"	794179	7941791	"Weidner Andreas"	"Normalaufnahme_Z9"	70	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	7	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.3	"1"	16	16	""	""	""	""	""	""	""	""	"1"	50.45	""	NA	3	NA	NA	NA	1	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v4"	"s5v5"	"s1v4"	"s1v5"
"186"	2011	"806187"	"CSCF_806187"	"806035"	"187943"	"CSCF_806187_2011-06-30"	806187	8061871	"Weidner Andreas"	"Normalaufnahme_Z9"	125	"1"	50	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	12.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"leicht/mittel"	"1"	0.35	"1"	16	16	""	""	""	""	"naturlich"	""	"naturlich"	"naturlich"	"1"	55.01	""	NA	3	1	NA	NA	1	3	NA	NA	NA	4	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v4"	"s5v5"	"s2v5"	"s1v5"
"187"	2011	"812171"	"CSCF_812171"	"812000"	"171836"	"CSCF_812171_2011-05-30"	812171	8121711	"Ryf Michael"	"Normalaufnahme_Z9"	40	"1"	30	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	"Bergbach"	""	"1"	"1"	"3"	"3"	4	"1"	"1"	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2.5	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	0.35	"1"	2	1	""	""	""	""	""	""	"naturlich"	""	"1"	68.17	"1"	NA	3	1	NA	NA	2	3	NA	NA	NA	3	"s10v2"	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s6v5"	"s5v4"	"s1v4"
"188"	2011	"818195"	"CSCF_818195"	"818000"	"195312"	"CSCF_818195_2011-07-06"	818195	8181951	"Tester Regula"	"Normalaufnahme_Z9"	50	"1"	40	"Fels/Stein"	"1"	0.719	"1"	NA	""	"0"	""	""	""	""	""	""	"Bergbach"	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	0.2	"1"	10	16	""	""	""	""	""	""	"unbekannt"	""	"1"	49.62	"6"	NA	2	NA	NA	NA	NA	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v5"
"189"	2011	"824179"	"CSCF_824179"	"824000"	"179061"	"CSCF_824179_2011-07-07"	824179	8241791	"Tester Regula"	"Normalaufnahme_Z9"	45	"1"	40	"Fels/Stein"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4.5	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"1"	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0.25	"1"	0.3	0.3	""	""	""	""	""	""	""	""	"1"	55.72	"1"	2	NA	NA	NA	NA	NA	3	NA	NA	NA	4	"s10v4"	"s10v5"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v5"
"190"	2011	"830163"	"CSCF_830163"	"830000"	"163059"	"CSCF_830163_2011-07-05"	830163	8301631	"Tester Regula"	"Normalaufnahme_Z9"	40	"1"	35	"Fels/Stein"	"1"	1	"1"	NA	"Streichwehr"	"1"	""	""	""	""	""	""	""	""	"1"	"1"	"2"	"2"	4	"4"	"4"	"0"	"1"	"5"	"1"	"Klasse I: natuerlich oder naturnah"	1	"1"	""	"wenig"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"2"	0.21	"1"	16	16	"naturlich"	""	""	""	""	""	""	""	"1"	52.45	"1"	1	3	NA	NA	NA	3	3	NA	NA	2	3	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s9v3"	"s6v5"	"s6v3"	"s1v5"
"191"	2011	"830203"	"CSCF_830203"	"830620"	"204020"	"CSCF_830203_2011-05-13"	830203	8302031	"Weidner Andreas"	"Normalaufnahme_Z9"	80	"1"	50	"naturlich"	"1"	0.406	"1"	NA	""	"0"	""	""	""	""	""	""	"Bergbach"	""	"1"	"1"	"1"	"1"	8	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"0"	""	"wenig"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"stark"	"kein"	"1"	0.6	"2"	16	16	""	""	""	""	""	""	""	""	"2"	58.74	""	NA	4	1	NA	NA	1	2	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v4"	"s5v5"	"s2v5"	"s1v5"
"192"	2012	"500139"	"CSCF_500139"	"501000"	"139994"	"CSCF_500139_2012-04-09"	500139	5001391	"Knispel Sandra"	"Normalaufnahme_Z9"	11	"0"	NA	""	"0"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.1	""	""	"0"	"1"	""	"2"	"Klasse II: wenig beeintraechtigt"	4.5	"0"	""	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	0.3	"2"	2	0	""	""	""	"naturlich"	""	""	""	""	"2"	33.8	"7"	NA	3	1	1	NA	NA	1	3	NA	1	1	"s10v5"	"s9v3"	"s7v3"	"s6v3"	"s5v5"	"s3v1"	"s2v3"	"s1v5"
"193"	2012	"524155"	"CSCF_524155"	"524310"	"156000"	"CSCF_524155_2012-03-13"	524155	5241551	"Knispel Sandra"	"Normalaufnahme_Z9"	27.5	"0"	NA	""	"0"	0.694	"2"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.75	""	""	"0"	""	""	""	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0.3	"1"	16	16	""	""	""	""	"unbekannt"	""	""	""	"1"	14.16	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"s10v5"	"s9v5"	"s7v5"	"s6v5"	"s5v5"	"s3v3"	"s2v3"	"s1v5"
"194"	2012	"536163"	"CSCF_536163"	"536308"	"164000"	"CSCF_536163_2012-03-09"	536163	5361631	"Knispel Sandra"	"Normalaufnahme_Z9"	28.5	"0"	NA	""	"0"	0.594	"3"	NA	""	"0"	""	"Abwassereinleitung"	"Abwassereinleitung"	"Abwassereinleitung"	"Abwassereinleitung"	"Unterhalt"	""	""	"2"	"2"	"6"	"6"	2.85	"4"	"4"	"0"	"1"	"1"	"1"	"Klasse IV: Naturfremd oder kuenstlich"	11	"0"	""	"kein"	"< 25%"	"keine"	"leicht/mittel"	"leicht/mittel"	"wenig/mittel"	"wenig/mittel"	"kein"	"kein"	"3"	0.15	"2"	3	3	"anthropogen"	"anthropogen"	"anthropogen"	"unbekannt"	"anthropogen"	""	""	"anthropogen"	"3"	17.84	"6"	NA	2	1	1	NA	2	3	1	NA	NA	1	"s10v5"	"s10v3"	"s7v3"	"s6v5"	"s5v5"	"s3v3"	"s2v5"	"s1v3"
"195"	2012	"554115"	"CSCF_554115"	"555000"	"115286"	"CSCF_554115_2012-05-10"	554115	5541151	"Knispel Sandra"	"Normalaufnahme_Z9"	11	"1"	40	"naturlich"	"1"	1	"1"	NA	""	"0"	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.1	""	""	"0"	""	""	""	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	0.2	"1"	16	5	""	""	""	"naturlich"	""	""	""	""	"1"	34.28	"6"	NA	3	NA	NA	NA	1	3	1	NA	NA	3	"s10v4"	"s10v5"	"s7v4"	"s7v5"	"s6v4"	"s6v5"	"s5v5"	"s1v5"
"196"	2012	"554155"	"CSCF_554155"	"554008"	"155411"	"CSCF_554155_2012-04-03"	554155	5541551	"Menetrey Nathalie"	"Normalaufnahme_Z9"	130	"0"	NA	""	"0"	0.667	"1"	NA	""	"0"	""	""	"Drainage"	""	"Guelle"	""	""	""	"1"	"1"	"1"	"1"	13	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	1	"0"	"vereinzelte"	"kein"	"< 25%"	"keine"	"kein"	"leicht/mittel"	"wenig/mittel"	"kein"	"kein"	"leicht/mittel"	"1"	0.2	"1"	16	7	""	"anthropogen"	""	"naturlich"	"anthropogen"	""	""	"naturlich"	"1"	33.74	"10"	NA	2	1	NA	NA	2	3	NA	NA	3	4	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v5"	"s5v5"	"s2v5"	"s1v5"
